世代,ペナルティ関数値,総移動コスト
1.0,191.0,583.0
2.0,141.25,722.82
3.0,131.5,734.93
4.0,113.0,712.29
5.0,103.25,701.43
6.0,101.25,776.02
7.0,93.25,788.7
8.0,93.25,788.7
9.0,91.5,746.86
10.0,85.5,781.52
11.0,85.5,762.59
12.0,85.25,737.05
13.0,79.25,784.4
14.0,61.75,786.15
15.0,61.75,786.15
16.0,61.75,794.26
17.0,53.5,782.52
18.0,43.5,783.59
19.0,43.5,783.59
20.0,41.0,784.76
21.0,31.25,825.41
22.0,31.25,814.66
23.0,21.5,801.07
24.0,21.5,813.88
25.0,21.5,817.91
26.0,21.5,817.91
27.0,21.25,826.29
28.0,21.25,826.29
29.0,21.25,848.65
30.0,21.25,848.65
31.0,17.5,916.63
32.0,17.5,916.63
33.0,17.5,916.63
34.0,17.5,898.34
35.0,17.5,898.34
36.0,17.5,898.34
37.0,17.5,898.34
38.0,17.5,932.85
39.0,17.5,932.85
40.0,17.5,932.85
41.0,15.75,894.91
42.0,15.75,896.08
43.0,11.25,874.58
44.0,11.25,874.65
45.0,11.25,871.02
46.0,11.25,871.02
47.0,11.25,871.02
48.0,11.25,871.02
49.0,11.25,871.02
50.0,11.25,871.02
51.0,11.25,871.02
52.0,9.25,912.61
53.0,9.25,912.61
54.0,9.25,923.58
55.0,9.25,879.87
56.0,9.25,914.98
57.0,9.25,914.98
58.0,9.25,900.05
59.0,9.25,900.05
60.0,9.25,900.05
61.0,9.25,900.05
62.0,9.25,900.05
63.0,9.25,900.05
