世代,ペナルティ関数値,総移動コスト
1.0,479.0,1071.0
2.0,471.0,1436.86
3.0,466.0,1444.15
4.0,458.0,1452.11
5.0,438.0,1442.91
6.0,433.0,1438.88
7.0,407.0,1435.12
8.0,407.0,1440.99
9.0,393.0,1447.89
10.0,388.0,1447.79
11.0,375.0,1448.24
12.0,362.0,1458.37
13.0,354.0,1435.89
14.0,354.0,1435.21
15.0,354.0,1442.59
16.0,354.0,1442.59
17.0,354.0,1442.59
18.0,354.0,1442.59
19.0,354.0,1442.59
20.0,347.0,1450.93
21.0,347.0,1453.6
22.0,347.0,1453.6
23.0,347.0,1453.6
24.0,323.0,1464.29
25.0,323.0,1464.29
26.0,323.0,1466.35
27.0,318.0,1449.42
28.0,318.0,1444.99
29.0,294.0,1462.77
30.0,273.0,1471.07
31.0,272.0,1467.89
32.0,255.0,1457.65
33.0,255.0,1461.92
34.0,251.0,1461.65
35.0,246.0,1470.05
36.0,230.0,1496.03
37.0,223.0,1476.38
38.0,223.0,1476.38
39.0,223.0,1487.05
40.0,223.0,1487.05
41.0,223.0,1487.05
42.0,223.0,1487.05
43.0,223.0,1479.6
44.0,223.0,1479.6
45.0,223.0,1479.6
46.0,223.0,1479.6
47.0,223.0,1479.6
48.0,223.0,1479.6
