α,値,実行,ルート数,距離
0,0.01,error,5,995.89
1,0.0125892541179,error,5,985.65
2,0.0158489319246,error,5,1005.34
3,0.0199526231497,error,6,1045.66
4,0.0251188643151,success,7,1220.82
5,0.0316227766017,success,7,1132.31
6,0.0398107170553,error,6,1042.38
7,0.0501187233627,error,7,1002.25
8,0.063095734448,error,6,1028.05
9,0.0794328234724,success,8,1114.74
10,0.1,error,5,992.38
11,0.125892541179,success,7,1081.24
12,0.158489319246,success,7,1114.1
13,0.199526231497,error,8,1027.57
14,0.251188643151,error,7,1005.36
15,0.316227766017,error,6,953.61
16,0.398107170553,error,7,944.15
17,0.501187233627,success,7,1056.64
18,0.63095734448,error,7,1062.29
19,0.794328234724,success,8,1070.94
20,1.0,success,7,1061.28
21,1.25892541179,success,8,1067.54
22,1.58489319246,success,7,1061.76
23,1.99526231497,success,7,1058.67
24,2.51188643151,succes,7,1100.55
25,3.16227766017,success,8,1056.37
26,3.98107170553,success,7,1072.6
27,5.01187233627,success,8,1062.44
28,6.3095734448,success,7,1057.47
29,7.94328234724,success,7,1052.15
30,10.0,success,7,1051.98
31,12.5892541179,success,7,1057.7
32,15.8489319246,success,7,1053.86
33,19.9526231497,success,7,1051.76
34,25.1188643151,success,7,1054.25
35,31.6227766017,success,7,1053.21
36,39.8107170553,success,8,1060.77
37,50.1187233627,success,8,1062.1
38,63.095734448,success,8,1058.96
39,79.4328234724,success,7,1086.61
40,100.0,success,8,1057.19
"[0, 37]","[37, 38]","[38, 39]","[42, 39]","[41, 42]","[41, 44]","[44, 46]","[47, 46]","[49, 47]","[49, 50]","[50, 51]","[51, 48]","[48, 45]","[45, 43]","[40, 43]","[40, 110]","[110, 0]","[0, 67]","[69, 67]","[70, 69]","[70, 71]","[74, 71]","[74, 75]","[75, 72]","[72, 78]","[80, 78]","[79, 80]","[79, 77]","[76, 77]","[73, 76]","[68, 73]","[68, 98]","[98, 0]","[0, 82]","[82, 81]","[81, 119]","[119, 0]","[0, 87]","[92, 87]","[89, 92]","[89, 91]","[91, 90]","[90, 114]","[114, 18]","[18, 118]","[108, 118]","[108, 83]","[83, 113]","[113, 117]","[117, 84]","[112, 84]","[85, 112]","[86, 85]","[111, 86]","[111, 0]","[0, 88]","[88, 2]","[2, 1]","[1, 3]","[3, 4]","[5, 4]","[5, 10]","[9, 10]","[11, 9]","[15, 11]","[15, 14]","[14, 13]","[12, 13]","[8, 12]","[7, 8]","[6, 7]","[6, 0]","[0, 109]","[109, 21]","[21, 20]","[20, 26]","[26, 23]","[23, 25]","[25, 22]","[22, 24]","[27, 24]","[33, 27]","[33, 30]","[30, 31]","[34, 31]","[36, 34]","[36, 29]","[29, 35]","[35, 32]","[28, 32]","[28, 19]","[16, 19]","[17, 16]","[17, 0]","[0, 120]","[105, 120]","[106, 105]","[107, 106]","[103, 107]","[103, 99]","[99, 100]","[116, 100]","[116, 115]","[115, 97]","[97, 94]","[94, 93]","[93, 96]","[101, 96]","[102, 101]","[95, 102]","[95, 0]","[52, 0]","[54, 52]","[57, 54]","[59, 57]","[59, 65]","[65, 61]","[62, 61]","[64, 62]","[66, 64]","[63, 66]","[60, 63]","[60, 56]","[56, 58]","[55, 58]","[53, 55]","[53, 104]","[104, 0]"
計算時間：,4137.362229347229
修正時間：,2169.7845611572266
トラック容量：,200,期間制約,inf
