α,値,実行,ルート数,距離
0,0.01,error,7,819.77
1,0.0125892541179,error,6,819.02
2,0.0158489319246,error,7,820.61
3,0.0199526231497,error,8,817.0
4,0.0251188643151,error,5,788.62
5,0.0316227766017,error,7,835.65
6,0.0398107170553,error,4,823.22
7,0.0501187233627,error,7,868.03
8,0.063095734448,error,6,777.91
9,0.0794328234724,error,7,807.63
10,0.1,error,6,819.27
11,0.125892541179,error,7,846.99
12,0.158489319246,error,6,800.72
13,0.199526231497,error,8,847.24
14,0.251188643151,error,7,846.21
15,0.316227766017,success,8,913.64
16,0.398107170553,success,8,858.13
17,0.501187233627,success,8,881.26
18,0.63095734448,success,8,883.88
19,0.794328234724,error,7,854.23
20,1.0,success,8,914.74
21,1.25892541179,success,7,880.25
22,1.58489319246,success,8,863.23
23,1.99526231497,success,8,921.77
24,2.51188643151,success,8,914.96
25,3.16227766017,success,8,977.61
26,3.98107170553,error,7,876.84
27,5.01187233627,success,8,874.32
28,6.3095734448,success,8,873.96
29,7.94328234724,success,8,886.98
30,10.0,success,8,944.76
31,12.5892541179,success,8,887.92
32,15.8489319246,success,8,914.57
33,19.9526231497,success,8,903.5
34,25.1188643151,success,8,869.55
35,31.6227766017,success,8,876.31
36,39.8107170553,success,8,866.08
37,50.1187233627,success,8,869.05
38,63.095734448,success,8,869.35
39,79.4328234724,success,8,900.31
40,100.0,success,8,848.04
"[0, 13]","[13, 2]","[2, 73]","[73, 21]","[40, 21]","[58, 40]","[53, 58]","[53, 0]","[0, 28]","[28, 76]","[77, 76]","[3, 77]","[33, 3]","[79, 33]","[29, 79]","[24, 29]","[24, 54]","[80, 54]","[68, 80]","[68, 12]","[12, 26]","[26, 0]","[0, 50]","[50, 51]","[9, 51]","[81, 9]","[81, 78]","[78, 34]","[34, 35]","[35, 71]","[65, 71]","[66, 65]","[66, 20]","[30, 20]","[70, 30]","[1, 70]","[1, 0]","[0, 52]","[18, 52]","[83, 18]","[83, 8]","[8, 82]","[7, 82]","[7, 48]","[48, 19]","[19, 11]","[11, 62]","[88, 62]","[31, 88]","[27, 31]","[27, 0]","[0, 72]","[74, 72]","[22, 74]","[41, 22]","[75, 41]","[56, 75]","[23, 56]","[23, 67]","[67, 39]","[39, 25]","[55, 25]","[4, 55]","[4, 0]","[0, 89]","[89, 60]","[60, 5]","[5, 84]","[17, 84]","[45, 17]","[45, 46]","[46, 47]","[36, 47]","[49, 36]","[64, 49]","[64, 63]","[63, 90]","[90, 32]","[10, 32]","[10, 69]","[69, 0]","[0, 94]","[94, 59]","[59, 93]","[93, 85]","[85, 91]","[91, 100]","[100, 37]","[98, 37]","[98, 92]","[97, 92]","[95, 97]","[95, 0]","[6, 0]","[96, 6]","[99, 96]","[99, 61]","[61, 16]","[86, 16]","[38, 86]","[38, 44]","[14, 44]","[43, 14]","[15, 43]","[57, 15]","[42, 57]","[42, 87]","[87, 0]"
計算時間：,2028.4465217590332
修正時間：,554.7456715106964
トラック容量：,200,期間制約,inf
