α,値,実行,ルート数,距離
0,0.01,error,9,809.72
1,0.0125892541179,error,8,779.37
2,0.0158489319246,error,9,778.5
3,0.0199526231497,error,8,770.33
4,0.0251188643151,error,5,690.75
5,0.0316227766017,error,8,761.73
6,0.0398107170553,error,8,794.63
7,0.0501187233627,error,7,733.34
8,0.063095734448,error,9,778.65
9,0.0794328234724,error,8,793.91
10,0.1,error,7,729.54
11,0.125892541179,error,8,778.15
12,0.158489319246,error,8,798.59
13,0.199526231497,error,8,773.22
14,0.251188643151,success,10,1117.11
15,0.316227766017,success,10,965.5
16,0.398107170553,success,10,980.91
17,0.501187233627,success,11,948.87
18,0.63095734448,success,10,1275.46
19,0.794328234724,success,10,972.64
20,1.0,error,9,866.85
21,1.25892541179,success,10,975.54
22,1.58489319246,success,11,1004.65
23,1.99526231497,success,10,1015.28
24,2.51188643151,success,10,994.71
25,3.16227766017,success,10,860.08
26,3.98107170553,success,10,904.64
27,5.01187233627,success,10,888.25
28,6.3095734448,error,11,908.47
29,7.94328234724,success,11,917.78
30,10.0,success,11,1007.22
31,12.5892541179,error,10,960.09
32,15.8489319246,succes,10,925.59
33,19.9526231497,success,11,890.74
34,25.1188643151,success,10,966.67
35,31.6227766017,success,10,873.02
36,39.8107170553,success,11,1000.33
37,50.1187233627,success,10,1083.61
38,63.095734448,success,11,968.15
39,79.4328234724,success,11,875.41
40,100.0,success,11,935.7
"[0, 4]","[4, 75]","[75, 0]","[0, 11]","[11, 65]","[66, 65]","[66, 59]","[59, 0]","[0, 13]","[13, 57]","[57, 15]","[15, 37]","[37, 20]","[20, 70]","[60, 70]","[60, 71]","[71, 69]","[69, 36]","[36, 48]","[0, 48]","[0, 26]","[26, 7]","[7, 35]","[53, 35]","[14, 53]","[14, 19]","[54, 19]","[54, 0]","[0, 28]","[28, 74]","[74, 61]","[61, 21]","[21, 47]","[5, 47]","[5, 29]","[29, 0]","[0, 38]","[10, 38]","[31, 10]","[25, 31]","[55, 25]","[55, 18]","[50, 18]","[0, 50]","[0, 52]","[30, 52]","[2, 30]","[6, 2]","[6, 16]","[16, 51]","[51, 17]","[17, 0]","[0, 58]","[58, 72]","[72, 39]","[9, 39]","[32, 9]","[40, 32]","[40, 0]","[0, 62]","[22, 62]","[64, 22]","[64, 42]","[42, 43]","[43, 41]","[56, 41]","[23, 56]","[23, 0]","[0, 67]","[67, 34]","[46, 34]","[46, 8]","[8, 27]","[27, 45]","[68, 45]","[0, 68]","[1, 63]","[49, 63]","[24, 49]","[24, 3]","[44, 3]","[12, 44]","[12, 0]","[33, 0]","[73, 33]","[1, 73]"
計算時間：,1634.6941766738892
修正時間：,714.2008612155914
トラック容量：,140,期間制約,inf
