α,値,実行,ルート数,距離
0,0.01,error,3,505.69
1,0.0125892541179,success,5,764.17
2,0.0158489319246,success,5,825.47
3,0.0199526231497,error,3,492.37
4,0.0251188643151,success,5,991.96
5,0.0316227766017,success,5,787.98
6,0.0398107170553,error,4,523.33
7,0.0501187233627,error,3,498.66
8,0.063095734448,error,4,506.12
9,0.0794328234724,error,3,510.5
10,0.1,error,4,513.89
11,0.125892541179,error,4,520.95
12,0.158489319246,success,6,674.71
13,0.199526231497,success,5,760.62
14,0.251188643151,error,5,544.07
15,0.316227766017,success,6,620.16
16,0.398107170553,success,6,568.55
17,0.501187233627,success,6,572.77
18,0.63095734448,success,6,594.31
19,0.794328234724,success,6,573.98
20,1.0,success,6,585.29
21,1.25892541179,success,6,597.68
22,1.58489319246,success,6,575.91
23,1.99526231497,success,6,576.65
24,2.51188643151,success,6,609.29
25,3.16227766017,success,6,572.7
26,3.98107170553,success,6,574.94
27,5.01187233627,success,6,569.18
28,6.3095734448,success,6,634.26
29,7.94328234724,success,6,576.52
30,10.0,success,6,570.15
31,12.5892541179,success,6,566.19
32,15.8489319246,success,6,576.65
33,19.9526231497,error,4,627.93
34,25.1188643151,success,6,599.57
35,31.6227766017,success,6,663.49
36,39.8107170553,success,6,572.7
37,50.1187233627,success,6,625.52
38,63.095734448,success,6,575.79
39,79.4328234724,success,6,566.19
40,100.0,success,6,573.5
"[0, 24]","[24, 43]","[43, 7]","[7, 23]","[23, 48]","[48, 6]","[6, 0]","[0, 32]","[32, 11]","[11, 2]","[2, 16]","[38, 16]","[5, 38]","[5, 12]","[12, 0]","[0, 37]","[17, 37]","[44, 17]","[42, 44]","[19, 42]","[40, 19]","[40, 41]","[41, 13]","[25, 13]","[25, 14]","[14, 0]","[0, 46]","[27, 46]","[27, 8]","[8, 26]","[31, 26]","[28, 31]","[3, 28]","[3, 36]","[35, 36]","[20, 35]","[22, 20]","[1, 22]","[1, 0]","[0, 47]","[4, 47]","[18, 4]","[18, 0]","[9, 49]","[49, 0]","[15, 0]","[45, 15]","[33, 45]","[33, 39]","[39, 10]","[10, 30]","[30, 34]","[21, 34]","[29, 21]","[29, 50]","[50, 9]"
計算時間：,618.3604381084442
修正時間：,279.1834087371826
トラック容量：,160,期間制約,inf
