α,値,実行,ルート数,距離
0,0.01,error,16,1320.19
1,0.0125892541179,error,15,1261.41
2,0.0158489319246,error,12,1231.69
3,0.0199526231497,error,15,1264.75
4,0.0251188643151,error,15,1319.32
5,0.0316227766017,error,13,1254.36
6,0.0398107170553,error,14,1318.3
7,0.0501187233627,error,14,1277.18
8,0.063095734448,error,15,1263.38
9,0.0794328234724,error,15,1275.3
10,0.1,error,15,1288.3
11,0.125892541179,error,15,1287.07
12,0.158489319246,error,16,1481.32
13,0.199526231497,error,16,1426.98
14,0.251188643151,error,16,1355.15
15,0.316227766017,error,17,1378.21
16,0.398107170553,error,16,1387.12
17,0.501187233627,success,16,1636.52
18,0.63095734448,success,17,1413.07
19,0.794328234724,success,17,1428.72
20,1.0,success,17,1443.09
21,1.25892541179,success,17,1435.43
22,1.58489319246,success,17,1719.91
23,1.99526231497,success,17,1656.32
24,2.51188643151,success,17,1403.32
25,3.16227766017,success,17,1871.48
26,3.98107170553,success,17,1389.24
27,5.01187233627,success,17,1587.6
28,6.3095734448,success,18,1594.4
29,7.94328234724,success,17,1394.76
30,10.0,error,16,1451.85
31,12.5892541179,success,17,1665.67
32,15.8489319246,success,17,1536.49
33,19.9526231497,success,17,1365.02
34,25.1188643151,success,17,1591.94
35,31.6227766017,success,17,1520.46
36,39.8107170553,success,17,1393.79
37,50.1187233627,success,17,1375.46
38,63.095734448,success,17,1625.7
39,79.4328234724,success,17,1381.46
40,100.0,success,17,1384.49
"[0, 1]","[122, 1]","[30, 122]","[30, 160]","[160, 128]","[128, 20]","[20, 51]","[51, 103]","[103, 9]","[9, 120]","[120, 81]","[81, 33]","[33, 0]","[0, 2]","[2, 178]","[178, 115]","[21, 115]","[198, 21]","[198, 72]","[72, 197]","[197, 4]","[4, 155]","[155, 110]","[110, 179]","[179, 195]","[195, 0]","[0, 8]","[8, 46]","[46, 124]","[124, 168]","[168, 47]","[47, 36]","[36, 143]","[49, 143]","[64, 49]","[64, 181]","[63, 181]","[126, 63]","[90, 126]","[90, 32]","[32, 131]","[70, 131]","[70, 0]","[0, 12]","[12, 109]","[109, 177]","[177, 150]","[150, 80]","[80, 68]","[68, 116]","[116, 196]","[196, 184]","[184, 76]","[111, 76]","[111, 0]","[0, 18]","[18, 114]","[114, 174]","[174, 45]","[45, 125]","[199, 125]","[83, 199]","[60, 83]","[118, 60]","[166, 118]","[89, 166]","[89, 0]","[0, 53]","[53, 112]","[112, 156]","[156, 0]","[0, 73]","[73, 75]","[75, 56]","[56, 186]","[23, 186]","[139, 23]","[187, 139]","[39, 187]","[39, 67]","[67, 170]","[170, 25]","[25, 55]","[55, 165]","[165, 0]","[0, 77]","[77, 158]","[158, 3]","[3, 185]","[185, 79]","[79, 129]","[169, 129]","[169, 121]","[121, 29]","[29, 24]","[163, 24]","[134, 163]","[130, 134]","[54, 130]","[54, 0]","[0, 78]","[78, 34]","[164, 34]","[135, 164]","[35, 135]","[136, 35]","[65, 136]","[71, 65]","[161, 71]","[66, 161]","[188, 66]","[188, 0]","[0, 92]","[92, 151]","[151, 37]","[98, 37]","[98, 100]","[100, 85]","[93, 85]","[61, 93]","[61, 113]","[113, 17]","[173, 17]","[84, 173]","[5, 84]","[5, 0]","[0, 97]","[97, 87]","[144, 87]","[172, 144]","[42, 172]","[142, 42]","[43, 142]","[43, 15]","[15, 57]","[57, 145]","[145, 41]","[41, 22]","[22, 133]","[133, 74]","[74, 171]","[171, 0]","[0, 105]","[105, 152]","[58, 152]","[40, 58]","[40, 180]","[180, 149]","[149, 26]","[26, 154]","[138, 154]","[28, 138]","[28, 0]","[0, 137]","[137, 13]","[13, 95]","[95, 59]","[59, 99]","[99, 104]","[96, 104]","[96, 94]","[94, 183]","[183, 6]","[147, 6]","[147, 0]","[0, 146]","[146, 52]","[52, 127]","[162, 127]","[162, 101]","[101, 157]","[157, 102]","[50, 102]","[176, 50]","[176, 132]","[132, 69]","[167, 69]","[27, 167]","[27, 0]","[0, 148]","[148, 62]","[62, 159]","[159, 11]","[175, 11]","[107, 175]","[19, 107]","[123, 19]","[48, 123]","[82, 48]","[82, 0]","[0, 153]","[153, 106]","[106, 194]","[7, 194]","[182, 7]","[88, 182]","[88, 189]","[189, 10]","[10, 108]","[108, 31]","[31, 190]","[190, 0]","[0, 193]","[193, 91]","[191, 91]","[141, 191]","[16, 141]","[16, 86]","[140, 86]","[38, 140]","[38, 44]","[119, 44]","[14, 119]","[14, 192]","[192, 117]","[117, 0]"
計算時間：,14019.171768426895
修正時間：,6493.897341489792
トラック容量：,200,期間制約,inf
