α,値,実行,ルート数,距離
0,0.01,success,12,1540.77
1,0.0125892541179,success,12,1494.89
2,0.0158489319246,success,11,1443.1
3,0.0199526231497,success,11,1370.05
4,0.0251188643151,success,12,1553.9
5,0.0316227766017,success,11,1614.45
6,0.0398107170553,success,12,1610.58
7,0.0501187233627,success,12,1647.1
8,0.063095734448,success,12,1536.0
9,0.0794328234724,success,12,1513.98
10,0.1,success,12,1623.43
11,0.125892541179,success,12,1516.91
12,0.158489319246,success,12,1547.16
13,0.199526231497,success,12,1606.71
14,0.251188643151,success,12,1599.02
15,0.316227766017,success,12,1656.95
16,0.398107170553,success,12,1516.37
17,0.501187233627,success,12,1623.63
18,0.63095734448,success,11,1443.21
19,0.794328234724,success,12,1609.17
20,1.0,success,12,1537.6
21,1.25892541179,success,11,1622.33
22,1.58489319246,success,12,1654.63
23,1.99526231497,success,12,1640.77
24,2.51188643151,success,12,1527.73
25,3.16227766017,success,12,1650.05
26,3.98107170553,success,11,1436.74
27,5.01187233627,success,12,1602.19
28,6.3095734448,success,11,1534.45
29,7.94328234724,success,12,1624.0
30,10.0,success,11,1460.5
31,12.5892541179,success,12,1549.36
32,15.8489319246,success,12,1627.36
33,19.9526231497,success,12,1601.67
34,25.1188643151,success,12,1542.62
35,31.6227766017,success,11,1621.69
36,39.8107170553,success,12,1530.95
37,50.1187233627,success,12,1603.35
38,63.095734448,success,12,1520.22
39,79.4328234724,success,11,1513.0
40,100.0,success,11,1438.92
"[0, 5]","[3, 5]","[4, 3]","[7, 4]","[6, 7]","[6, 1]","[1, 2]","[2, 81]","[81, 119]","[119, 88]","[82, 88]","[0, 82]","[0, 8]","[8, 12]","[12, 13]","[13, 14]","[14, 15]","[15, 11]","[11, 10]","[10, 9]","[9, 0]","[0, 21]","[21, 20]","[20, 23]","[26, 23]","[28, 26]","[28, 35]","[35, 32]","[32, 29]","[29, 36]","[36, 34]","[34, 0]","[0, 31]","[30, 31]","[33, 30]","[33, 27]","[27, 24]","[24, 22]","[25, 22]","[25, 19]","[16, 19]","[17, 16]","[17, 0]","[0, 37]","[37, 38]","[38, 39]","[42, 39]","[41, 42]","[41, 44]","[44, 46]","[47, 46]","[49, 47]","[49, 50]","[50, 51]","[51, 48]","[45, 48]","[43, 45]","[40, 43]","[40, 0]","[0, 53]","[53, 55]","[58, 55]","[56, 58]","[56, 60]","[63, 60]","[63, 66]","[66, 64]","[64, 62]","[61, 62]","[65, 61]","[65, 59]","[59, 57]","[57, 54]","[54, 52]","[52, 0]","[0, 67]","[67, 69]","[70, 69]","[70, 71]","[71, 74]","[74, 75]","[75, 72]","[80, 72]","[79, 80]","[79, 78]","[78, 77]","[77, 68]","[68, 76]","[76, 73]","[73, 0]","[0, 87]","[92, 87]","[89, 92]","[89, 91]","[90, 91]","[114, 90]","[114, 109]","[109, 108]","[108, 118]","[118, 18]","[18, 0]","[0, 95]","[95, 102]","[101, 102]","[101, 99]","[99, 97]","[97, 94]","[94, 93]","[93, 96]","[96, 0]","[0, 112]","[112, 84]","[84, 113]","[83, 113]","[117, 83]","[117, 85]","[85, 86]","[86, 111]","[111, 0]","[0, 115]","[115, 110]","[110, 98]","[98, 116]","[116, 100]","[103, 100]","[103, 104]","[104, 107]","[106, 107]","[105, 106]","[120, 105]","[120, 0]"
最短コスト:,1370.05
計算時間：,1763.4737071990967
修正時間：,118.01255369186401
トラック容量：,200,期間制約,720
サービス時間：,50
