α,値,実行,ルート数,距離
0,0.01,error,8,978.36
1,0.0125892541179,error,9,1038.69
2,0.0158489319246,error,11,1043.78
3,0.0199526231497,error,8,1014.07
4,0.0251188643151,error,10,985.17
5,0.0316227766017,error,11,1029.86
6,0.0398107170553,error,11,1073.68
7,0.0501187233627,error,10,1169.45
8,0.063095734448,error,9,1004.33
9,0.0794328234724,error,11,1056.37
10,0.1,error,10,1189.24
11,0.125892541179,error,11,1058.86
12,0.158489319246,error,10,1002.05
13,0.199526231497,error,12,1177.03
14,0.251188643151,error,10,1159.52
15,0.316227766017,success,12,1218.0
16,0.398107170553,success,12,1122.12
17,0.501187233627,success,12,1286.95
18,0.63095734448,success,12,1123.81
19,0.794328234724,success,12,1104.73
20,1.0,success,12,1200.99
21,1.25892541179,success,12,1119.41
22,1.58489319246,success,12,1210.6
23,1.99526231497,success,12,1105.39
24,2.51188643151,success,10,1090.61
25,3.16227766017,success,12,1286.54
26,3.98107170553,success,12,1185.16
27,5.01187233627,success,12,1107.24
28,6.3095734448,success,12,1133.0
29,7.94328234724,success,12,1107.93
30,10.0,error,11,1171.5
31,12.5892541179,success,12,1143.9
32,15.8489319246,success,12,1121.53
33,19.9526231497,success,12,1138.65
34,25.1188643151,success,12,1151.84
35,31.6227766017,success,12,1126.27
36,39.8107170553,success,12,1275.38
37,50.1187233627,success,12,1097.54
38,63.095734448,success,12,1138.04
39,79.4328234724,success,12,1237.21
40,100.0,success,12,1293.97
"[0, 28]","[138, 28]","[12, 138]","[80, 12]","[150, 80]","[68, 150]","[68, 109]","[149, 109]","[149, 26]","[26, 53]","[53, 105]","[0, 105]","[0, 58]","[58, 40]","[40, 21]","[21, 72]","[72, 74]","[73, 74]","[73, 2]","[2, 115]","[115, 87]","[137, 87]","[137, 97]","[97, 117]","[13, 117]","[13, 0]","[0, 61]","[61, 17]","[113, 17]","[16, 86]","[140, 38]","[38, 44]","[44, 119]","[91, 119]","[91, 6]","[94, 6]","[0, 94]","[0, 78]","[78, 34]","[34, 135]","[135, 136]","[136, 35]","[65, 35]","[65, 71]","[71, 66]","[66, 20]","[20, 103]","[9, 103]","[120, 9]","[120, 0]","[0, 92]","[92, 59]","[59, 5]","[5, 104]","[99, 104]","[99, 96]","[96, 147]","[89, 147]","[112, 89]","[112, 0]","[0, 95]","[95, 93]","[85, 93]","[85, 100]","[100, 37]","[98, 37]","[98, 14]","[14, 142]","[142, 42]","[42, 43]","[43, 15]","[57, 15]","[57, 144]","[0, 144]","[0, 106]","[106, 7]","[7, 48]","[82, 48]","[82, 45]","[45, 125]","[125, 83]","[83, 18]","[18, 118]","[118, 84]","[60, 84]","[60, 0]","[0, 108]","[108, 11]","[11, 126]","[126, 63]","[90, 63]","[90, 62]","[131, 62]","[131, 128]","[128, 122]","[51, 122]","[51, 33]","[81, 33]","[81, 3]","[3, 102]","[102, 0]","[0, 111]","[111, 132]","[132, 69]","[1, 69]","[1, 30]","[30, 70]","[70, 101]","[101, 10]","[32, 10]","[32, 88]","[148, 88]","[52, 148]","[52, 127]","[127, 31]","[31, 0]","[0, 114]","[8, 114]","[8, 46]","[46, 124]","[124, 47]","[47, 143]","[36, 143]","[36, 49]","[64, 49]","[64, 107]","[107, 19]","[123, 19]","[123, 146]","[146, 27]","[27, 0]","[0, 145]","[41, 145]","[22, 41]","[133, 22]","[75, 133]","[56, 75]","[23, 56]","[23, 67]","[67, 39]","[39, 139]","[25, 139]","[55, 25]","[55, 0]","[4, 110]","[110, 0]","[50, 0]","[50, 76]","[116, 76]","[116, 77]","[77, 79]","[79, 129]","[121, 129]","[29, 121]","[134, 29]","[134, 24]","[24, 54]","[54, 130]","[4, 130]","[113, 141]","[141, 16]","[86, 140]"
計算時間：,5240.819849252701
修正時間：,1648.1814086437225
トラック容量：,200,期間制約,inf
