α,値,実行,ルート数,距離
0,0.01,success,10,989.35
1,0.0125892541179,success,10,1055.54
2,0.0158489319246,success,10,991.76
3,0.0199526231497,success,10,1015.09
4,0.0251188643151,success,10,1040.94
5,0.0316227766017,success,10,1017.83
6,0.0398107170553,success,10,1023.07
7,0.0501187233627,success,10,1055.85
8,0.063095734448,success,10,1034.91
9,0.0794328234724,success,10,999.61
10,0.1,success,10,1013.03
11,0.125892541179,success,10,1125.11
12,0.158489319246,success,10,994.37
13,0.199526231497,success,10,1020.19
14,0.251188643151,success,10,1005.58
15,0.316227766017,success,10,1032.86
16,0.398107170553,success,10,1008.96
17,0.501187233627,success,10,1002.75
18,0.63095734448,success,10,1002.94
19,0.794328234724,success,10,1001.27
20,1.0,success,9,974.41
21,1.25892541179,success,10,991.14
22,1.58489319246,success,10,995.52
23,1.99526231497,success,10,1004.82
24,2.51188643151,success,10,1076.69
25,3.16227766017,success,10,977.55
26,3.98107170553,success,9,963.75
27,5.01187233627,success,10,996.12
28,6.3095734448,success,10,1001.35
29,7.94328234724,success,10,1018.97
30,10.0,success,10,1027.63
31,12.5892541179,success,10,970.57
32,15.8489319246,success,10,974.08
33,19.9526231497,success,10,1049.06
34,25.1188643151,success,10,995.05
35,31.6227766017,success,10,1010.58
36,39.8107170553,success,10,983.85
37,50.1187233627,success,10,957.31
38,63.095734448,success,10,993.97
39,79.4328234724,success,10,1070.7
40,100.0,success,10,955.95
"[0, 16]","[16, 86]","[86, 38]","[44, 38]","[14, 44]","[14, 43]","[43, 15]","[15, 42]","[42, 57]","[57, 2]","[2, 0]","[0, 27]","[27, 28]","[0, 28]","[0, 40]","[40, 21]","[21, 73]","[72, 73]","[23, 72]","[67, 23]","[67, 39]","[39, 25]","[25, 55]","[55, 24]","[24, 29]","[29, 79]","[79, 3]","[3, 0]","[0, 41]","[22, 41]","[74, 22]","[75, 74]","[56, 75]","[4, 56]","[4, 54]","[54, 80]","[80, 68]","[68, 77]","[77, 76]","[12, 76]","[26, 12]","[26, 0]","[0, 48]","[48, 47]","[36, 47]","[36, 46]","[46, 45]","[45, 17]","[17, 84]","[5, 84]","[60, 5]","[60, 0]","[0, 50]","[50, 33]","[33, 81]","[78, 81]","[34, 78]","[35, 34]","[65, 35]","[65, 66]","[66, 71]","[71, 9]","[51, 9]","[1, 51]","[69, 1]","[69, 0]","[0, 53]","[53, 58]","[58, 13]","[13, 95]","[95, 94]","[94, 6]","[89, 6]","[89, 0]","[0, 70]","[30, 70]","[20, 30]","[20, 32]","[90, 32]","[63, 90]","[11, 63]","[64, 11]","[49, 64]","[49, 0]","[0, 87]","[87, 97]","[97, 92]","[92, 98]","[98, 37]","[100, 37]","[91, 100]","[91, 61]","[61, 85]","[85, 93]","[93, 59]","[99, 59]","[96, 99]","[96, 0]","[0, 88]","[31, 88]","[31, 10]","[10, 62]","[62, 19]","[19, 7]","[82, 7]","[8, 82]","[8, 83]","[83, 18]","[52, 18]","[52, 0]"
最短コスト:,955.95
計算時間：,1459.3301286697388
修正時間：,188.49928879737854
トラック容量：,200,期間制約,230
サービス時間：,10
