α,値,実行,ルート数,距離
0,0.01,success,10,905.29
1,0.0125892541179,error,9,789.61
2,0.0158489319246,success,10,882.55
3,0.0199526231497,success,10,855.06
4,0.0251188643151,success,10,848.77
5,0.0316227766017,error,9,811.88
6,0.0398107170553,error,9,789.79
7,0.0501187233627,success,10,822.31
8,0.063095734448,success,10,836.69
9,0.0794328234724,error,9,799.19
10,0.1,error,10,851.88
11,0.125892541179,error,9,789.79
12,0.158489319246,error,9,789.08
13,0.199526231497,success,10,845.56
14,0.251188643151,success,10,822.28
15,0.316227766017,success,10,839.64
16,0.398107170553,success,10,826.21
17,0.501187233627,success,10,828.34
18,0.63095734448,error,9,875.85
19,0.794328234724,success,10,826.41
20,1.0,success,10,832.73
21,1.25892541179,success,10,877.18
22,1.58489319246,success,10,822.49
23,1.99526231497,success,10,838.06
24,2.51188643151,success,10,823.7
25,3.16227766017,success,10,829.69
26,3.98107170553,success,10,831.46
27,5.01187233627,success,10,823.41
28,6.3095734448,success,10,823.37
29,7.94328234724,success,10,827.71
30,10.0,success,10,822.6
31,12.5892541179,success,10,828.64
32,15.8489319246,success,10,831.61
33,19.9526231497,success,10,840.72
34,25.1188643151,success,10,834.35
35,31.6227766017,success,10,821.59
36,39.8107170553,success,10,827.35
37,50.1187233627,success,10,822.31
38,63.095734448,error,9,837.96
39,79.4328234724,success,10,823.51
40,100.0,success,10,888.86
"[0, 5]","[5, 4]","[4, 3]","[3, 7]","[7, 75]","[75, 1]","[1, 2]","[2, 9]","[9, 8]","[6, 8]","[6, 11]","[11, 10]","[10, 0]","[0, 13]","[13, 18]","[18, 17]","[17, 19]","[19, 12]","[12, 14]","[14, 16]","[15, 16]","[0, 15]","[0, 20]","[20, 21]","[23, 21]","[22, 23]","[22, 24]","[25, 24]","[27, 25]","[29, 27]","[29, 30]","[30, 28]","[26, 28]","[0, 26]","[0, 45]","[46, 45]","[48, 46]","[48, 51]","[51, 50]","[47, 50]","[49, 47]","[52, 49]","[52, 44]","[44, 41]","[41, 40]","[40, 42]","[43, 42]","[43, 0]","[0, 60]","[60, 58]","[58, 56]","[53, 56]","[53, 54]","[54, 55]","[55, 57]","[57, 59]","[59, 0]","[0, 65]","[67, 65]","[67, 66]","[62, 66]","[74, 62]","[64, 74]","[61, 64]","[72, 61]","[68, 72]","[68, 69]","[0, 69]","[0, 81]","[78, 81]","[76, 78]","[76, 71]","[71, 70]","[73, 70]","[73, 77]","[77, 79]","[80, 79]","[80, 63]","[63, 0]","[0, 90]","[90, 86]","[86, 87]","[87, 83]","[83, 82]","[84, 82]","[85, 84]","[89, 85]","[88, 89]","[88, 91]","[91, 0]","[0, 98]","[96, 98]","[95, 96]","[95, 94]","[94, 92]","[93, 92]","[97, 93]","[100, 97]","[100, 99]","[99, 0]","[31, 35]","[33, 35]","[32, 33]","[32, 0]","[34, 0]","[36, 34]","[36, 37]","[37, 38]","[39, 38]","[39, 31]"
計算時間：,1461.9909961223602
修正時間：,415.39814162254333
トラック容量：,200,期間制約,1040
