α,値,実行,ルート数,距離
0,0.01,error,4,506.68
1,0.0125892541179,error,4,521.86
2,0.0158489319246,error,4,519.12
3,0.0199526231497,error,4,528.02
4,0.0251188643151,error,4,536.0
5,0.0316227766017,error,3,522.91
6,0.0398107170553,success,5,798.69
7,0.0501187233627,success,5,708.22
8,0.063095734448,error,4,519.37
9,0.0794328234724,success,5,739.1
10,0.1,error,4,556.54
11,0.125892541179,error,4,521.63
12,0.158489319246,error,4,512.99
13,0.199526231497,success,5,605.83
14,0.251188643151,error,5,550.56
15,0.316227766017,success,5,661.11
16,0.398107170553,success,5,646.28
17,0.501187233627,success,6,571.8
18,0.63095734448,success,6,571.99
19,0.794328234724,success,6,573.67
20,1.0,success,6,617.71
21,1.25892541179,success,6,570.15
22,1.58489319246,success,6,569.18
23,1.99526231497,success,6,572.27
24,2.51188643151,success,6,570.85
25,3.16227766017,success,6,598.71
26,3.98107170553,success,6,677.84
27,5.01187233627,success,6,578.53
28,6.3095734448,success,5,564.39
29,7.94328234724,success,6,573.98
30,10.0,success,6,592.17
31,12.5892541179,success,5,607.06
32,15.8489319246,success,6,574.94
33,19.9526231497,succes,6,630.17
34,25.1188643151,success,6,574.94
35,31.6227766017,success,6,590.41
36,39.8107170553,succes,5,597.16
37,50.1187233627,success,6,677.08
38,63.095734448,success,6,569.18
39,79.4328234724,success,6,642.16
40,100.0,success,6,575.55
"[0, 1]","[1, 22]","[22, 20]","[20, 35]","[35, 36]","[36, 3]","[3, 28]","[28, 31]","[26, 31]","[8, 26]","[27, 8]","[27, 0]","[0, 46]","[12, 46]","[5, 12]","[5, 38]","[38, 16]","[16, 2]","[2, 11]","[11, 32]","[32, 0]","[0, 47]","[47, 4]","[4, 18]","[18, 0]","[0, 48]","[6, 48]","[23, 6]","[23, 7]","[43, 7]","[24, 43]","[24, 0]","[0, 49]","[49, 9]","[50, 9]","[29, 50]","[21, 29]","[21, 34]","[34, 30]","[10, 30]","[39, 10]","[39, 33]","[33, 45]","[45, 15]","[15, 0]","[14, 0]","[14, 25]","[25, 13]","[41, 13]","[40, 41]","[40, 19]","[19, 42]","[42, 44]","[44, 37]","[37, 17]","[17, 0]"
計算時間：,565.4210829734802
修正時間：,227.70582509040833
トラック容量：,160,期間制約,200
